x,absolute_error,relative_error,function,derivative
-4.2,4.2,1.0,-70.688,50.92
-2.811783189316575,1.3882168106834252,0.4937140302844053,-21.606742155936484,21.718374111169872
-1.8169231668610255,0.9948600224555495,0.5475520597683288,-7.364198220167075,7.903629382828894
-0.8851742369116741,0.9317489299493514,1.052616412786904,-3.9232151318992003,0.35060028907649343
10.304819765184655,11.189994002096329,1.085899050840489,1068.6520650581306,316.567931178821
6.929076489235214,3.375743275949441,0.4871851654681378,313.82136721557026,142.0363029810166
4.719631716109058,2.2094447731261564,0.4681392333187512,90.69017216078767,64.8247706071076
3.3206268093204776,1.3990049067885804,0.42130747811280495,24.973845123951055,31.079687220333682
2.5170844523172167,0.8035423570032609,0.31923535829857574,5.913358651730228,17.00714242029119
2.169385908635063,0.3476985436821538,0.16027510010928356,0.8708685529876492,12.11870566175313
2.097524393280653,0.07186151535440999,0.034260157156987485,0.033237531730018866,11.198825741222112
2.0945564453459267,0.0029679479347262117,0.0014169815959464583,5.5403339593418366e-05,11.16150010822049
2.094551481556198,4.9637897285848e-06,2.3698580685621685e-06,1.5482637394370613e-10,11.161437726667794
2.0945514815423265,1.3871570558876556e-11,6.622692581736975e-12,-8.881784197001252e-16,11.161437726493464
